Race Number,Track,Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts,Track Type
33,Kansas,27,27,96,   Daniel Suarez,GF Machining Solutions   (Gaunt Brothers),Toyota,265,running,0,10,0,Oval
33,Kansas,28,35,15,   Brennan Poole,Thriv5   (Rick Ware),Chevrolet,263,running,0,9,0,Oval
33,Kansas,29,19,37,   Ryan Preece,Kroger / Energizer / Hershey's / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,262,running,0,8,0,Oval
33,Kansas,30,34,27,   J.J. Yeley,UBC Foundation   (Rick Ware),Chevrolet,261,running,0,0,0,Oval
33,Kansas,31,14,48,   Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,261,running,0,6,0,Oval
33,Kansas,32,33,53,   James Davison,America's Best Value Inn   (Rick Ware),Ford,258,running,0,5,0,Oval
33,Kansas,33,31,0,   Quin Houff,Creek Enterprises   (StarCom Racing),Chevrolet,258,running,0,4,0,Oval
33,Kansas,34,37,66,   Timmy Hill,CrashClaimsR.us / James Carter Attorney   (Carl Long),Toyota,256,running,0,0,0,Oval
33,Kansas,35,39,7,   Josh Bilicki,"Insurance King   (Tommy Baldwin, Jr.)",Chevrolet,254,running,0,0,0,Oval
33,Kansas,36,36,77,   Reed Sorenson,Marwin Sports   (Spire Motorsports),Chevrolet,250,running,0,1,0,Oval
33,Kansas,37,38,51,   Joey Gase,Page Construction   (Rick Ware),Ford,228,running,0,0,0,Oval
33,Kansas,38,3,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,197,engine,2,3,0,Oval
33,Kansas,39,40,49,   Chad Finchum,LasVegas.net   (Carl Long),Toyota,154,transmission,0,0,0,Oval
33,Kansas,40,30,42,   Matt Kenseth,Advent Health   (Chip Ganassi),Chevrolet,144,crash,0,1,0,Oval
34,Fort Worth,1,9,18,   Kyle Busch,Skittles Zombie   (Joe Gibbs),Toyota,334,running,90,50,6,Oval
34,Fort Worth,2,6,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,334,running,53,33,0,Oval
34,Fort Worth,3,15,95,   Christopher Bell,Procore / LFR First Start Throwback   (Leavine Family Racing),Toyota,334,running,5,39,0,Oval
34,Fort Worth,4,10,12,   Ryan Blaney,Dex Imaging   (Roger Penske),Ford,334,running,20,46,0,Oval
34,Fort Worth,5,5,88,   Alex Bowman,Acronis   (Rick Hendrick),Chevrolet,334,running,43,40,0,Oval
34,Fort Worth,6,3,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,334,running,0,38,0,Oval
34,Fort Worth,7,8,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,334,running,0,30,0,Oval
34,Fort Worth,8,14,21,   Matt DiBenedetto,Menards / Richmond   (Wood Brothers),Ford,334,running,2,30,0,Oval
34,Fort Worth,9,7,11,   Denny Hamlin,FedEx Shipathon   (Joe Gibbs),Toyota,334,running,0,28,0,Oval
34,Fort Worth,10,2,22,   Joey Logano,AAA Insurance   (Roger Penske),Ford,334,running,0,30,0,Oval
34,Fort Worth,11,12,3,   Austin Dillon,Dow Sullair   (Richard Childress),Chevrolet,334,running,0,32,0,Oval
34,Fort Worth,12,22,47,   Ricky Stenhouse Jr,Kroger / Energizer / Hershey's / Cheerios   (JTG-Daugherty Racing),Chevrolet,334,running,0,27,0,Oval
34,Fort Worth,13,11,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,334,running,0,29,0,Oval
34,Fort Worth,14,16,41,   Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,334,running,0,23,0,Oval
34,Fort Worth,15,19,8,   Tyler Reddick,Clark Pipeline Services   (Richard Childress),Chevrolet,334,running,0,22,0,Oval
34,Fort Worth,16,1,4,   Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,333,running,28,22,0,Oval
34,Fort Worth,17,21,14,   Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,333,running,89,33,1,Oval
34,Fort Worth,18,29,37,   Ryan Preece,Scott Brand   (JTG-Daugherty Racing),Chevrolet,333,running,0,19,0,Oval
34,Fort Worth,19,25,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,333,running,0,18,0,Oval
34,Fort Worth,20,4,9,   Chase Elliott,"Hooters ""Give a Hoot""   (Rick Hendrick)",Chevrolet,333,running,0,21,0,Oval
34,Fort Worth,21,17,20,   Erik Jones,Sport Clips   (Joe Gibbs),Toyota,333,running,2,24,0,Oval
34,Fort Worth,22,24,38,   John H. Nemechek,Romco   (Bob Jenkins),Ford,332,running,0,15,0,Oval
34,Fort Worth,23,13,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,332,running,1,14,0,Oval
34,Fort Worth,24,27,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,332,running,0,13,0,Oval
34,Fort Worth,25,28,32,   Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,331,running,0,12,0,Oval
34,Fort Worth,26,23,34,   Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,331,running,0,11,0,Oval
34,Fort Worth,27,30,96,   Daniel Suarez,The NASCAR Foundation   (Gaunt Brothers),Toyota,328,running,0,10,0,Oval
34,Fort Worth,28,31,15,   Brennan Poole,Thriv5   (Rick Ware),Chevrolet,328,running,1,9,0,Oval
34,Fort Worth,29,37,7,   Josh Bilicki,"Junction Fuels   (Tommy Baldwin, Jr.)",Chevrolet,326,running,0,0,0,Oval
34,Fort Worth,30,36,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,325,running,0,0,0,Oval
34,Fort Worth,31,38,53,   Garrett Smithley,Victory Lane Quick Oil Change / Kendall Oil   (Rick Ware),Ford,325,running,0,0,0,Oval
34,Fort Worth,32,35,77,   Reed Sorenson,Marwin Sports   (Spire Motorsports),Chevrolet,321,running,0,5,0,Oval
34,Fort Worth,33,34,0,   Quin Houff,Good Greek Movers   (StarCom Racing),Chevrolet,316,running,0,4,0,Oval
34,Fort Worth,34,20,17,   Chris Buescher,Fastenal / Loctite   (Jack Roush),Ford,310,running,0,3,0,Oval
34,Fort Worth,35,40,49,   Chad Finchum,Octane Mania / Sharelife Vacations   (Carl Long),Toyota,310,running,0,0,0,Oval
34,Fort Worth,36,26,48,   Jimmie Johnson,Ally Designed by Noah Sweet   (Rick Hendrick),Chevrolet,279,engine,0,7,0,Oval
34,Fort Worth,37,39,51,   Joey Gase,Donate Life Texas   (Rick Ware),Ford,184,suspension,0,0,0,Oval
34,Fort Worth,38,18,43,   Bubba Wallace,Door Dash   (Richard Petty Motorsports),Chevrolet,59,crash,0,1,0,Oval
34,Fort Worth,39,32,42,   Matt Kenseth,McDonald's McDelivery   (Chip Ganassi),Chevrolet,59,crash,0,1,0,Oval
34,Fort Worth,40,33,27,   J.J. Yeley,Fat Boy Ice Cream   (Rick Ware),Chevrolet,20,crash,0,0,0,Oval
35,Martinsville,1,8,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,500,running,236,57,6,Oval
35,Martinsville,2,10,12,   Ryan Blaney,Menards / Libman   (Roger Penske),Ford,500,running,36,42,0,Oval
35,Martinsville,3,7,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,500,running,19,43,0,Oval
35,Martinsville,4,1,2,   Brad Keselowski,Dent Wizard   (Roger Penske),Ford,500,running,3,45,0,Oval
35,Martinsville,5,5,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,500,running,23,40,0,Oval
35,Martinsville,6,3,88,   Alex Bowman,Planters   (Rick Hendrick),Chevrolet,500,running,1,42,0,Oval
35,Martinsville,7,20,10,   Aric Almirola,Smithfield Hometown Original   (Stewart Haas Racing),Ford,500,running,0,30,0,Oval
35,Martinsville,8,16,14,   Clint Bowyer,Rush Truck Centers Clint Bowyer Tribute   (Stewart Haas Racing),Ford,500,running,0,29,0,Oval
35,Martinsville,9,9,18,   Kyle Busch,M&M's   (Joe Gibbs),Toyota,500,running,5,37,0,Oval
35,Martinsville,10,12,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,500,running,0,27,0,Oval
35,Martinsville,11,4,11,   Denny Hamlin,"FedEx ""Shop And Ship Early""   (Joe Gibbs)",Toyota,500,running,42,44,1,Oval
35,Martinsville,12,19,20,   Erik Jones,Toyota Camry   (Joe Gibbs),Toyota,500,running,0,25,0,Oval
35,Martinsville,13,15,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,500,running,0,24,0,Oval
35,Martinsville,14,31,42,   Matt Kenseth,Clover   (Chip Ganassi),Chevrolet,500,running,0,23,0,Oval
35,Martinsville,15,11,95,   Christopher Bell,Germania Insurance   (Leavine Family Racing),Toyota,500,running,0,22,0,Oval
35,Martinsville,16,25,13,   Ty Dillon,GEICOween   (Germain Racing),Chevrolet,500,running,0,21,0,Oval
35,Martinsville,17,6,4,   Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,500,running,0,20,0,Oval
35,Martinsville,18,21,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,499,running,0,20,0,Oval
35,Martinsville,19,22,37,   Ryan Preece,Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,499,running,0,18,0,Oval
35,Martinsville,20,18,47,   Ricky Stenhouse Jr,Kroger / Energizer / Cheerios / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,499,running,0,17,0,Oval
35,Martinsville,21,32,43,   Bubba Wallace,Door Dash / Vote   (Richard Petty Motorsports),Chevrolet,499,running,0,16,0,Oval
35,Martinsville,22,2,19,   Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,499,running,129,29,0,Oval
35,Martinsville,23,14,3,   Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,498,running,0,14,0,Oval
35,Martinsville,24,17,8,   Tyler Reddick,Motor Trend   (Richard Childress),Chevrolet,498,running,0,13,0,Oval
35,Martinsville,25,26,32,   Corey LaJoie,Keen Parts / CorvetteParts.net Halloween   (Archie St. Hilaire),Ford,498,running,6,12,0,Oval
35,Martinsville,26,23,38,   John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,498,running,0,11,0,Oval
35,Martinsville,27,29,96,   Daniel Suarez,Peacock TV - Can't Not Watch   (Gaunt Brothers),Toyota,497,running,0,10,0,Oval
35,Martinsville,28,24,34,   Michael McDowell,Car Parts   (Bob Jenkins),Ford,497,running,0,9,0,Oval
35,Martinsville,29,34,66,   Timmy Hill,Dreamworks Motorsports   (Carl Long),Toyota,495,running,0,0,0,Oval
35,Martinsville,30,27,48,   Jimmie Johnson,"Ally ""Sign for Jimmie""   (Rick Hendrick)",Chevrolet,495,running,0,8,0,Oval
35,Martinsville,31,38,27,   J.J. Yeley,Figgers   (Rick Ware),Ford,494,running,0,0,0,Oval
35,Martinsville,32,33,7,   Josh Bilicki,"Insurance King / Police Tribute   (Tommy Baldwin, Jr.)",Chevrolet,490,running,0,0,0,Oval
35,Martinsville,33,35,0,   Quin Houff,Units   (StarCom Racing),Chevrolet,489,running,0,4,0,Oval
35,Martinsville,34,39,51,   Joey Gase,"RWR ""Thank You Partners""   (Rick Ware)",Ford,447,electrical,0,0,0,Oval
35,Martinsville,35,13,24,   William Byron,Liberty University   (Rick Hendrick),Chevrolet,439,crash,0,5,0,Oval
35,Martinsville,36,37,53,   James Davison,VIR / RacingForHeroes.org   (Rick Ware),Ford,422,electrical,0,1,0,Oval
35,Martinsville,37,30,15,   Brennan Poole,Thriv5   (Rick Ware),Chevrolet,184,crash,0,1,0,Oval
35,Martinsville,38,28,17,   Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,146,crash,0,1,0,Oval
35,Martinsville,39,36,77,   Garrett Smithley,12SecondCultureBook.com   (Spire Motorsports),Chevrolet,100,electrical,0,0,0,Oval
36,Phoenix,1,1,9,   Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,312,running,153,40,5,Oval
36,Phoenix,2,3,2,   Brad Keselowski,Discount Tire   (Roger Penske),Ford,312,running,16,35,1,Oval
36,Phoenix,3,2,22,   Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,312,running,125,34,1,Oval
36,Phoenix,4,4,11,   Denny Hamlin,FedEx   (Joe Gibbs),Toyota,312,running,0,33,0,Oval
36,Phoenix,5,26,48,   Jimmie Johnson,Ally / #OneFinalTime   (Rick Hendrick),Chevrolet,312,running,4,37,0,Oval
36,Phoenix,6,5,12,   Ryan Blaney,Menards / Moen   (Roger Penske),Ford,312,running,1,43,0,Oval
36,Phoenix,7,11,4,   Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,312,running,0,30,0,Oval
36,Phoenix,8,12,21,   Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,312,running,1,32,0,Oval
36,Phoenix,9,25,24,   William Byron,Axalta   (Rick Hendrick),Chevrolet,312,running,0,29,0,Oval
36,Phoenix,10,13,19,   Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,312,running,0,27,0,Oval
36,Phoenix,11,8,18,   Kyle Busch,M&M's   (Joe Gibbs),Toyota,312,running,0,34,0,Oval
36,Phoenix,12,7,1,   Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,312,running,4,31,0,Oval
36,Phoenix,13,10,10,   Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,311,running,7,24,0,Oval
36,Phoenix,14,9,14,   Clint Bowyer,Rush Truck Centers / Haas CNC   (Stewart Haas Racing),Ford,311,running,0,26,0,Oval
36,Phoenix,15,23,43,   Bubba Wallace,Door Dash   (Richard Petty Motorsports),Chevrolet,311,running,0,22,0,Oval
36,Phoenix,16,6,88,   Alex Bowman,ChevyGoods.com / Truck Hero   (Rick Hendrick),Chevrolet,311,running,0,25,0,Oval
36,Phoenix,17,17,95,   Christopher Bell,Rheem / Smurfit Kappa   (Leavine Family Racing),Toyota,311,running,0,20,0,Oval
36,Phoenix,18,18,3,   Austin Dillon,Dow   (Richard Childress),Chevrolet,311,running,0,19,0,Oval
36,Phoenix,19,21,8,   Tyler Reddick,I Am Second   (Richard Childress),Chevrolet,311,running,0,18,0,Oval
36,Phoenix,20,31,17,   Chris Buescher,Fastenal / DeWalt   (Jack Roush),Ford,311,running,0,17,0,Oval
36,Phoenix,21,22,13,   Ty Dillon,GEICO   (Germain Racing),Chevrolet,311,running,0,16,0,Oval
36,Phoenix,22,14,20,   Erik Jones,DeWalt Atomic   (Joe Gibbs),Toyota,311,running,0,15,0,Oval
36,Phoenix,23,29,34,   Michael McDowell,Love's Travel Stops / Luber Finer   (Bob Jenkins),Ford,311,running,0,14,0,Oval
36,Phoenix,24,19,6,   Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,311,running,0,13,0,Oval
36,Phoenix,25,16,42,   Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,311,running,0,12,0,Oval
36,Phoenix,26,27,38,   John H. Nemechek,Fire Alarm Services   (Bob Jenkins),Ford,311,running,0,11,0,Oval
36,Phoenix,27,20,47,   Ricky Stenhouse Jr,Kroger / Downy Defy Damage   (JTG-Daugherty Racing),Chevrolet,310,running,1,10,0,Oval
36,Phoenix,28,15,41,   Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,310,running,0,9,0,Oval
36,Phoenix,29,35,15,   Brennan Poole,Goettl Air Conditioning & Plumbing   (Rick Ware),Chevrolet,309,running,0,8,0,Oval
36,Phoenix,30,32,27,   J.J. Yeley,Fat Boy Ice Cream   (Rick Ware),Chevrolet,306,running,0,0,0,Oval
36,Phoenix,31,30,96,   Daniel Suarez,Peacock TV - Can't Not Watch   (Gaunt Brothers),Toyota,306,running,0,6,0,Oval
36,Phoenix,32,37,51,   Joey Gase,Donate Life Arizona   (Rick Ware),Ford,302,running,0,0,0,Oval
36,Phoenix,33,36,53,   James Davison,Hopegivers   (Rick Ware),Ford,302,running,0,4,0,Oval
36,Phoenix,34,24,37,   Ryan Preece,Honey Nut Cheerios   (JTG-Daugherty Racing),Chevrolet,299,running,0,3,0,Oval
36,Phoenix,35,38,77,   Josh Bilicki,RacingForTheTruth.com   (Spire Motorsports),Chevrolet,296,running,0,0,0,Oval
36,Phoenix,36,33,66,   Timmy Hill,RoofClaim.com   (Carl Long),Toyota,288,running,0,0,0,Oval
36,Phoenix,37,39,7,   Garrett Smithley,"Victory Lane Oil Change / Kendall Oil   (Tommy Baldwin, Jr.)",Chevrolet,261,rear end,0,0,0,Oval
36,Phoenix,38,28,32,   Corey LaJoie,Pala Casino   (Archie St. Hilaire),Ford,215,suspension,0,1,0,Oval
36,Phoenix,39,34,0,   Quin Houff,Creek Enterprises   (StarCom Racing),Chevrolet,149,handling,0,1,0,Oval
