Track,Pos,St,#,Driver,Sponsor/Owner,Car,Led,TrackType
Charlotte,2,29,11,DennyHamlin,FedEx#SupportSmall(JoeGibbs),Toyota,0,Oval
Charlotte,3,18,12,RyanBlaney,BodyArmor(RogerPenske),Ford,2,Oval
Charlotte,4,24,47,RickyStenhouseJr,Kroger/Tyson/OscarMeyer/Kingsford(JTG-DaughertyRacing),Chevrolet,0,Oval
Charlotte,5,14,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Charlotte,6,8,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,42,Oval
Charlotte,7,20,2,BradKeselowski,DiscountTire(RogerPenske),Ford,0,Oval
Charlotte,8,7,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,0,Oval
Charlotte,9,15,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,0,Oval
Charlotte,10,16,4,KevinHarvick,BuschLight#FaceAtTheRace(StewartHaasRacing),Ford,63,Oval
Charlotte,11,40,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Charlotte,12,1,24,WilliamByron,Axalta(RickHendrick),Chevrolet,11,Oval
Charlotte,13,5,38,JohnH.Nemechek,ScagPowerEquipment(BobJenkins),Ford,0,Oval
Charlotte,14,13,8,TylerReddick,Okuma(RichardChildress),Chevrolet,0,Oval
Charlotte,15,4,21,MattDiBenedetto,Menards/Richmond(WoodBrothers),Ford,10,Oval
Charlotte,16,39,14,ClintBowyer,Peak(StewartHaasRacing),Ford,0,Oval
Charlotte,17,27,6,RyanNewman,RoushPerformance(JackRoush),Ford,0,Oval
Charlotte,18,9,41,ColeCuster,Autodesk/HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Charlotte,19,23,32,CoreyLaJoie,SuperiorLogistics(ArchieSt.Hilaire),Ford,0,Oval
Charlotte,20,6,10,AricAlmirola,SmithfieldPatriotic(StewartHaasRacing),Ford,0,Oval
Charlotte,21,12,95,ChristopherBell,Procore(LeavineFamilyRacing),Toyota,0,Oval
Charlotte,22,11,17,ChrisBuescher,Fastenal(JackRoush),Ford,0,Oval
Charlotte,23,26,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,Oval
Charlotte,24,22,37,RyanPreece,Cottonelle(JTG-DaughertyRacing),Chevrolet,0,Oval
Charlotte,25,3,34,MichaelMcDowell,CarParts.com(BobJenkins),Ford,1,Oval
Charlotte,26,10,20,ErikJones,Craftsman(JoeGibbs),Toyota,0,Oval
Charlotte,27,25,13,TyDillon,"GEICO""HumpDay""(GermainRacing)",Chevrolet,0,Oval
Charlotte,28,28,96,DanielSuarez,Today.Tomorrow.ToyotaPatriotic(GauntBrothers),Toyota,0,Oval
Charlotte,29,17,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,0,Oval
Charlotte,30,31,27,GrayGaulding,PaniniAmerica(RickWare),Ford,0,Oval
Charlotte,31,2,88,AlexBowman,ChevyGoods.com/NOCO(RickHendrick),Chevrolet,51,Oval
Charlotte,32,35,0,QuinHouff,GoodGreekMovers(StarComRacing),Chevrolet,0,Oval
Charlotte,33,34,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,Oval
Charlotte,34,21,77,J.J.Yeley,AquestaBank(SpireMotorsports),Chevrolet,0,Oval
Charlotte,35,32,78,B.J.McLeod,CircleTrackWarehouseAuction(B.J.McLeod),Ford,0,Oval
Charlotte,36,37,7,JoshBilicki,"Strutmasters.comPatriotic(TommyBaldwin,Jr.)",Chevrolet,0,Oval
Charlotte,37,38,43,BubbaWallace,WorldWideTechnology(RichardPettyMotorsports),Chevrolet,0,Oval
Charlotte,38,30,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
Charlotte,39,36,51,JoeyGase,AgriSupply/CarolinaCookerPatriotic(RickWare),Ford,0,Oval
Charlotte,40,33,53,GarrettSmithley,DreamGiveaway.com(RickWare),Chevrolet,0,Oval
Bristol,1,1,2,BradKeselowski,DiscountTire(RogerPenske),Ford,115,Oval
Bristol,2,23,14,ClintBowyer,BuiltFordProud(StewartHaasRacing),Ford,0,Oval
Bristol,3,24,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Bristol,4,7,18,KyleBusch,Skittles(JoeGibbs),Toyota,100,Oval
Bristol,5,15,20,ErikJones,Stanley(JoeGibbs),Toyota,0,Oval
Bristol,6,20,3,AustinDillon,Symbicort(RichardChildress),Chevrolet,0,Oval
Bristol,7,12,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Bristol,8,13,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
Bristol,9,35,95,ChristopherBell,JBL(LeavineFamilyRacing),Toyota,0,Oval
Bristol,10,36,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,0,Oval
Bristol,11,8,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,0,Oval
Bristol,12,33,37,RyanPreece,Bush'sBeans(JTG-DaughertyRacing),Chevrolet,0,Oval
Bristol,13,18,38,JohnH.Nemechek,ScagPowerEquipment(BobJenkins),Ford,0,Oval
Bristol,14,25,34,MichaelMcDowell,Love'sTravelStops/LuberFiner(BobJenkins),Ford,0,Oval
Bristol,15,17,6,RyanNewman,Castrol(JackRoush),Ford,0,Oval
Bristol,16,14,42,MattKenseth,McDonald's(ChipGanassi),Chevrolet,0,Oval
Bristol,17,10,11,DennyHamlin,FedExExpress(JoeGibbs),Toyota,131,Oval
Bristol,18,37,96,DanielSuarez,It'sGoodtoBeGenuine(GauntBrothers),Toyota,0,Oval
Bristol,19,38,66,TimmyHill,PitBossGrills(CarlLong),Toyota,0,Oval
Bristol,20,5,19,MartinTruexJr,AutoOwnersInsurance(JoeGibbs),Toyota,0,Oval
Bristol,21,3,22,JoeyLogano,AutoTrader(RogerPenske),Ford,2,Oval
Bristol,22,6,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,88,Oval
Bristol,23,19,17,ChrisBuescher,SunnyD(JackRoush),Ford,0,Oval
Bristol,24,34,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
Bristol,25,40,7,J.J.Yeley,"PCA/4URx(TommyBaldwin,Jr.)",Chevrolet,0,Oval
Bristol,26,31,77,GarrettSmithley,SpireMotorsports,Chevrolet,0,Oval
Bristol,27,28,0,QuinHouff,Mane'nTail(StarComRacing),Chevrolet,0,Oval
Bristol,28,39,78,B.J.McLeod,CircleTrackWarehouseAuction(B.J.McLeod),Ford,0,Oval
Bristol,29,2,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Bristol,30,30,27,GrayGaulding,PaniniAmerica(RickWare),Ford,0,Oval
Bristol,31,9,21,MattDiBenedetto,Reese/Draw-Tite(WoodBrothers),Ford,4,Oval
Bristol,32,32,32,CoreyLaJoie,EnlistedNine/JDogBrands(ArchieSt.Hilaire),Ford,0,Oval
Bristol,33,27,51,JoeyGase,RickWare,Chevrolet,0,Oval
Bristol,34,16,47,RickyStenhouseJr,Kroger/Purina/Bush'sBeans(JTG-DaughertyRacing),Chevrolet,0,Oval
Bristol,35,22,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Bristol,36,21,8,TylerReddick,AlscoUniforms(RichardChildress),Chevrolet,0,Oval
Bristol,37,11,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
Bristol,38,26,53,BayleyCurrey,BelmontClassicCars(RickWare),Chevrolet,0,Oval
Bristol,39,29,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Bristol,40,4,12,RyanBlaney,Menards/Richmond(RogerPenske),Ford,60,Oval
Atlanta,1,9,4,KevinHarvick,BuschLight#ForTheFarmers(StewartHaasRacing),Ford,151,SuperSpeedway
Atlanta,2,4,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,7,SuperSpeedway
Atlanta,3,11,19,MartinTruexJr,AutoOwnersInsurance(JoeGibbs),Toyota,65,SuperSpeedway
Atlanta,4,7,12,RyanBlaney,AdvanceAutoParts(RogerPenske),Ford,2,SuperSpeedway
Atlanta,5,10,11,DennyHamlin,FedEx#SupportSmall(JoeGibbs),Toyota,0,SuperSpeedway
Atlanta,6,12,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,1,SuperSpeedway
Atlanta,7,15,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,SuperSpeedway
Atlanta,8,1,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,26,SuperSpeedway
Atlanta,9,6,2,BradKeselowski,AutoTrader(RogerPenske),Ford,5,SuperSpeedway
Atlanta,10,3,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,10,SuperSpeedway
Atlanta,11,16,3,AustinDillon,Symbicort(RichardChildress),Chevrolet,0,SuperSpeedway
Atlanta,12,8,88,AlexBowman,Axalta(RickHendrick),Chevrolet,0,SuperSpeedway
Atlanta,13,22,47,RickyStenhouseJr,NOSEnergyDrink(JTG-DaughertyRacing),Chevrolet,0,SuperSpeedway
Atlanta,14,17,6,RyanNewman,ProgressiveInsurance(JackRoush),Ford,0,SuperSpeedway
Atlanta,15,19,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,SuperSpeedway
Atlanta,16,24,8,TylerReddick,Roland(RichardChildress),Chevrolet,0,SuperSpeedway
Atlanta,17,2,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,SuperSpeedway
Atlanta,18,27,95,ChristopherBell,Rheem(LeavineFamilyRacing),Toyota,0,SuperSpeedway
Atlanta,19,31,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,SuperSpeedway
Atlanta,20,5,14,ClintBowyer,BuschLight#ForTheFarmers(StewartHaasRacing),Ford,58,SuperSpeedway
Atlanta,21,23,43,BubbaWallace,McDonald's(RichardPettyMotorsports),Chevrolet,0,SuperSpeedway
Atlanta,22,13,17,ChrisBuescher,Fastenal/MCRSafety(JackRoush),Ford,0,SuperSpeedway
Atlanta,23,18,38,JohnH.Nemechek,Yanmar(BobJenkins),Ford,0,SuperSpeedway
Atlanta,24,36,34,MichaelMcDowell,FR8Auctions(BobJenkins),Ford,0,SuperSpeedway
Atlanta,25,21,21,MattDiBenedetto,Menards/Knauf(WoodBrothers),Ford,0,SuperSpeedway
Atlanta,26,29,37,RyanPreece,Kroger/Hershey's/Kingsford/Scott(JTG-DaughertyRacing),Chevrolet,0,SuperSpeedway
Atlanta,27,25,32,CoreyLaJoie,BuiltBar(ArchieSt.Hilaire),Ford,0,SuperSpeedway
Atlanta,28,14,20,ErikJones,StanleyTools(JoeGibbs),Toyota,0,SuperSpeedway
Atlanta,29,28,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,SuperSpeedway
Atlanta,30,33,15,BrennanPoole,SpartanMosquito(RickWare),Chevrolet,0,SuperSpeedway
Atlanta,31,37,96,DanielSuarez,Coca-Cola(GauntBrothers),Toyota,0,SuperSpeedway
Atlanta,32,35,0,QuinHouff,Units(StarComRacing),Chevrolet,0,SuperSpeedway
Atlanta,33,20,24,WilliamByron,LibertyUniversity(RickHendrick),Chevrolet,0,SuperSpeedway
Atlanta,34,32,27,JoshBilicki,InsuranceKing(RickWare),Ford,0,SuperSpeedway
Atlanta,35,34,53,GarrettSmithley,HeroBox(RickWare),Chevrolet,0,SuperSpeedway
Atlanta,36,30,77,J.J.Yeley,GreenvilleSwampRabbits(SpireMotorsports),Chevrolet,0,SuperSpeedway
Atlanta,37,40,7,ReedSorenson,"TommyBaldwin,Jr.",Chevrolet,0,SuperSpeedway
Atlanta,38,26,51,JoeyGase,DonateLife(RickWare),Ford,0,SuperSpeedway
Atlanta,39,38,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,SuperSpeedway
Atlanta,40,39,78,B.J.McLeod,CircleTrackWarehouse(B.J.McLeod),Chevrolet,0,SuperSpeedway
Martinsville,1,5,19,MartinTruexJr,SiriusXM(JoeGibbs),Toyota,132,Oval
Martinsville,2,1,12,RyanBlaney,Menards/CardellCabinetry(RogerPenske),Ford,34,Oval
Martinsville,3,6,2,BradKeselowski,PPG(RogerPenske),Ford,5,Oval
Martinsville,4,3,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,234,Oval
Martinsville,5,11,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,1,Oval
Martinsville,6,8,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
Martinsville,7,19,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Martinsville,8,15,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
Martinsville,9,9,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Martinsville,10,21,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,70,Oval
Martinsville,11,23,43,BubbaWallace,#BlackLivesMatter(RichardPettyMotorsports),Chevrolet,0,Oval
Martinsville,12,16,6,RyanNewman,KochIndustries(JackRoush),Ford,0,Oval
Martinsville,13,24,17,ChrisBuescher,Fastenal/NortonSaint-Gobain(JackRoush),Ford,0,Oval
Martinsville,14,29,34,MichaelMcDowell,ThePeteStore#ThankATrucker(BobJenkins),Ford,0,Oval
Martinsville,15,10,4,KevinHarvick,HuntBrothersPizza(StewartHaasRacing),Ford,0,Oval
Martinsville,16,14,8,TylerReddick,CatFleetMonitoring(RichardChildress),Chevrolet,0,Oval
Martinsville,17,4,14,ClintBowyer,RushTruckCenters/Cummins(StewartHaasRacing),Ford,0,Oval
Martinsville,18,25,32,CoreyLaJoie,KeenParts/CorvetteParts.net(ArchieSt.Hilaire),Ford,5,Oval
Martinsville,19,7,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,0,Oval
Martinsville,20,13,20,ErikJones,GenuinePartsToyota(JoeGibbs),Toyota,0,Oval
Martinsville,21,17,47,RickyStenhouseJr,Kroger/Purina/Clorox/Scott(JTG-DaughertyRacing),Chevrolet,0,Oval
Martinsville,22,30,13,TyDillon,"GEICO""HumpDay""(GermainRacing)",Chevrolet,0,Oval
Martinsville,23,20,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,Oval
Martinsville,24,12,11,DennyHamlin,FedExFreight(JoeGibbs),Toyota,0,Oval
Martinsville,25,18,38,JohnH.Nemechek,FireAlarmServices(BobJenkins),Ford,0,Oval
Martinsville,26,28,37,RyanPreece,Purina(JTG-DaughertyRacing),Chevrolet,0,Oval
Martinsville,27,37,96,DanielSuarez,CommScope(GauntBrothers),Toyota,0,Oval
Martinsville,28,32,95,ChristopherBell,Toyota(LeavineFamilyRacing),Toyota,0,Oval
Martinsville,29,27,41,ColeCuster,HaasTooling.com/JacobCompanies(StewartHaasRacing),Ford,0,Oval
Martinsville,30,31,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
Martinsville,31,26,27,J.J.Yeley,RickWare,Ford,0,Oval
Martinsville,32,33,53,DavidStarr,HelluvaRanch/RichardsonService(RickWare),Chevrolet,0,Oval
Martinsville,33,2,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,19,Oval
Martinsville,34,34,0,QuinHouff,Permatex(StarComRacing),Chevrolet,0,Oval
Martinsville,35,36,51,JoeyGase,CarolinaSimWorks(RickWare),Chevrolet,0,Oval
Martinsville,36,35,77,GarrettSmithley,FormulaOneImports(SpireMotorsports),Chevrolet,0,Oval
Martinsville,37,22,3,AustinDillon,Symbicort(RichardChildress),Chevrolet,0,Oval
Martinsville,38,39,7,ReedSorenson,"TommyBaldwin,Jr.",Chevrolet,0,Oval
Martinsville,39,38,66,TimmyHill,CrashClaimsR.us/JamesCarterAttorney(CarlLong),Toyota,0,Oval
Homestead,1,1,11,DennyHamlin,FedExOffice(JoeGibbs),Toyota,137,Oval
Homestead,2,5,9,ChaseElliott,Hooters(RickHendrick),Chevrolet,27,Oval
Homestead,3,11,12,RyanBlaney,Menards/JackLinks(RogerPenske),Ford,70,Oval
Homestead,4,24,8,TylerReddick,ChevyCares(RichardChildress),Chevrolet,3,Oval
Homestead,5,21,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,Oval
Homestead,6,4,18,KyleBusch,M&M'sFudgeBrownie(JoeGibbs),Toyota,2,Oval
Homestead,7,16,3,AustinDillon,Dow/BehrUltraScuffDefense(RichardChildress),Chevrolet,0,Oval
Homestead,8,36,95,ChristopherBell,Rheem/SmurfitKappa(LeavineFamilyRacing),Toyota,0,Oval
Homestead,9,22,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
Homestead,10,3,2,BradKeselowski,MoneyLion(RogerPenske),Ford,1,Oval
Homestead,11,12,14,ClintBowyer,BlueDef(StewartHaasRacing),Ford,0,Oval
Homestead,12,6,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs(JoeGibbs),Toyota,0,Oval
Homestead,13,17,43,BubbaWallace,WorldWideTechnology(RichardPettyMotorsports),Chevrolet,0,Oval
Homestead,14,23,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Homestead,15,30,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,0,Oval
Homestead,16,9,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Homestead,17,10,1,KurtBusch,GearWrench(ChipGanassi),Chevrolet,0,Oval
Homestead,18,8,88,AlexBowman,Llumar(RickHendrick),Chevrolet,0,Oval
Homestead,19,18,38,JohnH.Nemechek,DeathWishCoffee(BobJenkins),Ford,0,Oval
Homestead,20,19,47,RickyStenhouseJr,Kroger/TidePods/Downy/Gain(JTG-DaughertyRacing),Chevrolet,0,Oval
Homestead,21,15,20,ErikJones,ToyotaAccessories(JoeGibbs),Toyota,0,Oval
Homestead,22,35,41,ColeCuster,JacobConstruction/HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Homestead,23,13,17,ChrisBuescher,Fastenal/DeWalt(JackRoush),Ford,0,Oval
Homestead,24,33,37,RyanPreece,SlimJim(JTG-DaughertyRacing),Chevrolet,0,Oval
Homestead,25,20,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,Oval
Homestead,26,7,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,0,Oval
Homestead,27,2,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,27,Oval
Homestead,28,32,13,TyDillon,GEICOForYourBoat(GermainRacing),Chevrolet,0,Oval
Homestead,29,26,32,CoreyLaJoie,StormTightWindows(ArchieSt.Hilaire),Ford,0,Oval
Homestead,30,14,6,RyanNewman,OscarMayerSubKit(JackRoush),Ford,0,Oval
Homestead,31,37,96,DanielSuarez,ToyotaCertifiedUsedVehicles(GauntBrothers),Toyota,0,Oval
Homestead,32,28,15,BrennanPoole,SpartanMosquitoProTech(RickWare),Chevrolet,0,Oval
Homestead,33,31,0,QuinHouff,GoodGreekMovers(StarComRacing),Chevrolet,0,Oval
Homestead,34,38,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,Oval
Homestead,35,34,77,B.J.McLeod,FormulaOneImports(SpireMotorsports),Chevrolet,0,Oval
Homestead,36,29,51,JoeyGase,EFXCorp.(RickWare),Ford,0,Oval
Homestead,37,27,53,JoshBilicki,SkyKingFireworks(RickWare),Chevrolet,0,Oval
Homestead,38,25,27,J.J.Yeley,RickWareRacing(RickWare),Ford,0,Oval
Talladega,1,12,12,RyanBlaney,Menards/TruWaveTechnologybySylvania(RogerPenske),Ford,63,SuperSpeedway
Talladega,2,20,47,RickyStenhouseJr,NOSEnergyDrink(JTG-DaughertyRacing),Chevrolet,5,SuperSpeedway
Talladega,3,15,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,0,SuperSpeedway
Talladega,4,2,11,DennyHamlin,NationalCivilRightsMuseum(JoeGibbs),Toyota,18,SuperSpeedway
Talladega,5,18,20,ErikJones,SportClips(JoeGibbs),Toyota,0,SuperSpeedway
Talladega,6,21,17,ChrisBuescher,Fastenal/Milwaukee(JackRoush),Ford,4,SuperSpeedway
Talladega,7,8,88,AlexBowman,Valvoline(RickHendrick),Chevrolet,12,SuperSpeedway
Talladega,8,22,38,JohnH.Nemechek,DeathWishCoffee(BobJenkins),Ford,0,SuperSpeedway
Talladega,9,7,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,SuperSpeedway
Talladega,10,5,4,KevinHarvick,BuschLight(StewartHaasRacing),Ford,2,SuperSpeedway
Talladega,11,19,24,WilliamByron,Axalta(RickHendrick),Chevrolet,11,SuperSpeedway
Talladega,12,33,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,SuperSpeedway
Talladega,13,4,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,1,SuperSpeedway
Talladega,14,24,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,1,SuperSpeedway
Talladega,15,31,37,RyanPreece,Kroger/P&G(JTG-DaughertyRacing),Chevrolet,3,SuperSpeedway
Talladega,16,25,32,CoreyLaJoie,WallStBookie.com(ArchieSt.Hilaire),Ford,0,SuperSpeedway
Talladega,17,9,22,JoeyLogano,MoneyLion(RogerPenske),Ford,33,SuperSpeedway
Talladega,18,26,34,MichaelMcDowell,Love'sTravelStops/Speedco(BobJenkins),Ford,0,SuperSpeedway
Talladega,19,6,2,BradKeselowski,DentWizard(RogerPenske),Ford,0,SuperSpeedway
Talladega,20,16,8,TylerReddick,Realtree(RichardChildress),Chevrolet,19,SuperSpeedway
Talladega,21,39,62,BrendanGaughan,SouthPointHotel&Casino/BeardOil(BeardMotorsports),Chevrolet,0,SuperSpeedway
Talladega,22,28,41,ColeCuster,Autodesk/HaasTooling.com(StewartHaasRacing),Ford,0,SuperSpeedway
Talladega,23,1,19,MartinTruexJr,BassProShops/TrackerBoats&ATVs/USO(JoeGibbs),Toyota,4,SuperSpeedway
Talladega,24,14,6,RyanNewman,Castrol(JackRoush),Ford,1,SuperSpeedway
Talladega,25,10,14,ClintBowyer,BarstoolSportsAmerica(StewartHaasRacing),Ford,0,SuperSpeedway
Talladega,26,23,21,MattDiBenedetto,QuickLaneTire&AutoCenter(WoodBrothers),Ford,1,SuperSpeedway
Talladega,27,32,0,QuinHouff,Permatex(StarComRacing),Chevrolet,0,SuperSpeedway
Talladega,28,37,96,DanielSuarez,CommScope(GauntBrothers),Toyota,0,SuperSpeedway
Talladega,29,35,95,ChristopherBell,Procore(LeavineFamilyRacing),Toyota,4,SuperSpeedway
Talladega,30,29,27,GrayGaulding,PaniniAmerica(RickWare),Ford,0,SuperSpeedway
Talladega,31,30,77,B.J.McLeod,OilFireRyeWhiskey/Tilson(SpireMotorsports),Chevrolet,0,SuperSpeedway
Talladega,32,3,18,KyleBusch,InterstateBatteries(JoeGibbs),Toyota,5,SuperSpeedway
Talladega,33,38,66,TimmyHill,RoofClaim.com(CarlLong),Toyota,0,SuperSpeedway
Talladega,34,40,78,GarrettSmithley,BakerCampArnoldCapitalManagement(B.J.McLeod),Chevrolet,0,SuperSpeedway
Talladega,35,27,15,BrennanPoole,SpartanMosquito/RememberEveryoneDeployed(RickWare),Chevrolet,1,SuperSpeedway
Talladega,36,34,53,J.J.Yeley,Truckworx(RickWare),Chevrolet,0,SuperSpeedway
Talladega,37,36,51,JoeyGase,TheGiftedLifePodcast/LOPA(RickWare),Ford,0,SuperSpeedway
Talladega,38,11,9,ChaseElliott,MountainDew/LittleCaesars(RickHendrick),Chevrolet,3,SuperSpeedway
Talladega,39,17,3,AustinDillon,BassProShops/TrackerOffRoad(RichardChildress),Chevrolet,0,SuperSpeedway
Talladega,40,13,42,MattKenseth,McDonald'sMcDelivery(ChipGanassi),Chevrolet,0,SuperSpeedway
Pocono,1,9,4,KevinHarvick,"Busch""HeadfortheMountains""(StewartHaasRacing)",Ford,17,Oval
Pocono,2,3,11,DennyHamlin,FedExGround(JoeGibbs),Toyota,10,Oval
Pocono,3,1,10,AricAlmirola,Smithfield(StewartHaasRacing),Ford,61,Oval
Pocono,4,36,95,ChristopherBell,Rheem/Procore(LeavineFamilyRacing),Toyota,0,Oval
Pocono,5,4,18,KyleBusch,M&M'sMini's(JoeGibbs),Toyota,0,Oval
Pocono,6,11,19,MartinTruexJr,SiriusXM(JoeGibbs),Toyota,14,Oval
Pocono,7,18,14,ClintBowyer,Mobil1(StewartHaasRacing),Ford,0,Oval
Pocono,8,26,34,MichaelMcDowell,DocksideLogistics(BobJenkins),Ford,1,Oval
Pocono,9,8,2,BradKeselowski,WesternStar/AllianceParts(RogerPenske),Ford,0,Oval
Pocono,10,24,17,ChrisBuescher,Fastenal/Honeywell(JackRoush),Ford,3,Oval
Pocono,11,22,42,MattKenseth,CreditOneBank(ChipGanassi),Chevrolet,0,Oval
Pocono,12,2,12,RyanBlaney,Menards/DuracellOptimum(RogerPenske),Ford,0,Oval
Pocono,13,21,21,MattDiBenedetto,Motorcraft/QuickLane(WoodBrothers),Ford,0,Oval
Pocono,14,16,24,WilliamByron,Axalta(RickHendrick),Chevrolet,0,Oval
Pocono,15,13,6,RyanNewman,ProgressiveInsurance(JackRoush),Ford,13,Oval
Pocono,16,25,41,ColeCuster,HaasTooling.com(StewartHaasRacing),Ford,0,Oval
Pocono,17,14,47,RickyStenhouseJr,Kroger/Glad/Kingsford/Bush'sBeans(JTG-DaughertyRacing),Chevrolet,0,Oval
Pocono,18,7,1,KurtBusch,MonsterEnergy(ChipGanassi),Chevrolet,0,Oval
Pocono,19,17,3,AustinDillon,AmericanEthanol(RichardChildress),Chevrolet,0,Oval
Pocono,20,30,37,RyanPreece,"P&G""OnEquality,WeHaveAChoice""(JTG-DaughertyRacing)",Chevrolet,0,Oval
Pocono,21,12,48,JimmieJohnson,Ally(RickHendrick),Chevrolet,0,Oval
Pocono,22,23,43,BubbaWallace,VictoryJunction(RichardPettyMotorsports),Chevrolet,0,Oval
Pocono,23,29,32,CoreyLaJoie,BuiltBar(ArchieSt.Hilaire),Ford,0,Oval
Pocono,24,20,38,JohnH.Nemechek,DeathWishCoffee(BobJenkins),Ford,0,Oval
Pocono,25,5,9,ChaseElliott,NAPAAutoParts(RickHendrick),Chevrolet,0,Oval
Pocono,26,34,13,TyDillon,GEICO(GermainRacing),Chevrolet,0,Oval
Pocono,27,10,88,AlexBowman,ChevyGoods.com/Adam'sPolishes(RickHendrick),Chevrolet,0,Oval
Pocono,28,37,96,DanielSuarez,CommScope(GauntBrothers),Toyota,0,Oval
Pocono,29,27,15,BrennanPoole,RememberEveryoneDeployed(RickWare),Chevrolet,0,Oval
Pocono,30,15,8,TylerReddick,Caterpillar(RichardChildress),Chevrolet,0,Oval
Pocono,31,33,27,J.J.Yeley,RedRockSecured(RickWare),Ford,0,Oval
Pocono,32,40,7,JoshBilicki,"InsuranceKing(TommyBaldwin,Jr.)",Chevrolet,0,Oval
Pocono,33,31,53,GarrettSmithley,RichMarFlorist(RickWare),Chevrolet,0,Oval
Pocono,34,35,77,JamesDavison,OilFireRyeWhiskey/Tilson(SpireMotorsports),Chevrolet,0,Oval
Pocono,35,38,66,TimmyHill,CrashClaimsR.us/JamesCarterAttorney(CarlLong),Toyota,0,Oval
Pocono,36,6,22,JoeyLogano,Shell/Pennzoil(RogerPenske),Ford,11,Oval
Pocono,37,28,51,JoeyGase,AdkinsAutomotive(RickWare),Ford,0,Oval
Pocono,38,19,20,ErikJones,Craftsman(JoeGibbs),Toyota,0,Oval
Pocono,39,39,78,B.J.McLeod,Koolbox(B.J.McLeod),Chevrolet,0,Oval
Pocono,40,32,0,QuinHouff,Mane'NTail(StarComRacing),Chevrolet,0,Oval
